,id,anios_estudiados,barrio,categoria_de_trabajo,edad,educacion_alcanzada,estado_marital,ganancia_perdida_declarada_bolsa_argentina,genero,horas_trabajo_registradas,religion,representatividad_poblacional,rol_familiar_registrado,trabajo,tiene_alto_valor_adquisitivo
206,207,8,Palermo,relacion_de_dependencia,45,7-8_grado,matrimonio_civil,0,hombre,40,judaismo,411273,casado,reparador,0
207,208,13,Palermo,empleado_municipal,73,4_anio,matrimonio_civil,0,hombre,20,cristianismo,143437,casado,directivo_gerente,0
208,209,17,Palermo,relacion_de_dependencia,34,universidad_3_anio,matrimonio_civil,0,mujer,50,cristianismo,357145,casada,profesional_especializado,1
209,210,14,Palermo,relacion_de_dependencia,31,5_anio,matrimonio_civil,0,hombre,55,cristianismo,236861,casado,ventas,0
210,211,11,Palermo,relacion_de_dependencia,19,2_anio,sin_matrimonio,0,hombre,12,cristianismo,53355,sin_familia,ventas,0
211,212,14,Palermo,relacion_de_dependencia,25,5_anio,sin_matrimonio,0,mujer,50,cristianismo,29106,con_hijos,otros,0
212,213,15,Palermo,empleadao_estatal,38,universidad_1_anio,divorciado,6497,mujer,40,cristianismo,213274,soltero_a,reparador,0
213,214,17,Palermo,relacion_de_dependencia,39,universidad_3_anio,matrimonio_civil,0,hombre,40,cristianismo,22463,casado,transporte,0
214,215,17,Palermo,relacion_de_dependencia,23,universidad_3_anio,sin_matrimonio,0,mujer,32,judaismo,180497,con_hijos,soporte_tecnico,0
215,216,13,Palermo,relacion_de_dependencia,49,4_anio,matrimonio_civil,0,hombre,40,cristianismo,37306,casado,inspector,0
216,217,13,Palermo,empleadao_estatal,33,4_anio,sin_matrimonio,0,hombre,32,cristianismo,137814,sin_familia,otros,0
217,218,6,Belgrano,relacion_de_dependencia,21,5-6_grado,sin_matrimonio,0,hombre,38,cristianismo,447488,otro,inspector,0
218,219,15,Palermo,relacion_de_dependencia,31,universidad_1_anio,separado,0,hombre,40,cristianismo,220915,sin_familia,reparador,0
219,220,17,Palermo,relacion_de_dependencia,23,universidad_3_anio,sin_matrimonio,0,mujer,45,cristianismo,42251,sin_familia,directivo_gerente,0
220,221,17,San Isidro,relacion_de_dependencia,34,universidad_3_anio,matrimonio_civil,0,hombre,40,budismo,162312,casado,entretenimiento,0
221,222,13,San Isidro,relacion_de_dependencia,25,4_anio,sin_matrimonio,0,mujer,40,budismo,77698,sin_familia,inspector,0
222,223,13,Palermo,relacion_de_dependencia,39,4_anio,sin_matrimonio,0,hombre,40,cristianismo,282951,soltero_a,reparador,0
223,224,13,Palermo,responsable_inscripto,52,4_anio,matrimonio_civil,0,hombre,40,cristianismo,311259,casado,ventas,0
224,225,9,Palermo,empleado_municipal,63,9_grado,matrimonio_civil,7688,hombre,40,cristianismo,65479,casado,transporte,0
225,226,14,Palermo,relacion_de_dependencia,41,5_anio,matrimonio_civil,0,hombre,40,cristianismo,277256,casado,reparador,0
226,227,17,Palermo,relacion_de_dependencia,46,universidad_3_anio,matrimonio_civil,15024,hombre,38,cristianismo,312088,casado,profesional_especializado,1
227,228,13,Palermo,empleado_municipal,53,4_anio,matrimonio_civil,0,hombre,40,cristianismo,169719,casado,directivo_gerente,0
228,229,9,Palermo,No respondio,25,9_grado,separado,1055,mujer,40,cristianismo,270276,sin_familia,No respondio,0
229,230,14,Palermo,No respondio,77,5_anio,matrimonio_civil,0,hombre,35,cristianismo,172744,casado,No respondio,0
230,231,12,Palermo,relacion_de_dependencia,18,3_anio,sin_matrimonio,0,hombre,40,cristianismo,96869,con_hijos,servicio_domestico,0
231,232,19,Palermo,relacion_de_dependencia,38,universiada_5_anio,matrimonio_civil,0,hombre,50,cristianismo,237943,casado,profesional_especializado,1
232,233,18,San Telmo,relacion_de_dependencia,55,universidad_4_anio,sin_matrimonio,0,mujer,50,budismo,119751,soltero_a,directivo_gerente,0
233,234,13,Palermo,relacion_de_dependencia,34,4_anio,matrimonio_civil,0,hombre,40,cristianismo,236861,casado,soporte_tecnico,0
234,235,13,Palermo,monotibutista,80,4_anio,matrimonio_civil,0,hombre,30,cristianismo,201092,casado,otros,0
235,236,15,Palermo,relacion_de_dependencia,34,universidad_1_anio,divorciado,0,mujer,60,cristianismo,147215,soltero_a,soporte_tecnico,0
236,237,14,Palermo,relacion_de_dependencia,52,5_anio,matrimonio_civil,5013,hombre,40,cristianismo,152373,casado,soporte_tecnico,1
237,238,13,Mataderos,relacion_de_dependencia,42,4_anio,sin_matrimonio,0,mujer,28,judaismo,227968,soltero_a,otros,0
238,239,14,Palermo,relacion_de_dependencia,26,5_anio,sin_matrimonio,0,mujer,40,cristianismo,362617,sin_familia,ventas,0
239,240,13,Palermo,relacion_de_dependencia,31,4_anio,matrimonio_civil,0,hombre,40,cristianismo,103435,casado,transporte,0
240,241,13,Palermo,empleado_municipal,25,4_anio,sin_matrimonio,0,mujer,35,cristianismo,281412,con_hijos,otros,0
241,242,13,Palermo,monotibutista,55,4_anio,matrimonio_civil,-2057,hombre,60,cristianismo,105239,casado,reparador,0
242,243,14,Palermo,relacion_de_dependencia,19,5_anio,sin_matrimonio,0,mujer,12,cristianismo,230165,con_hijos,otros,0
243,244,14,Palermo,monotibutista,62,5_anio,matrimonio_civil,0,hombre,32,cristianismo,177493,casado,transporte,0
244,245,14,Palermo,empleadao_estatal,22,5_anio,sin_matrimonio,0,mujer,20,cristianismo,104443,con_hijos,entretenimiento,0
245,246,13,Palermo,No respondio,39,4_anio,matrimonio_civil,0,mujer,50,cristianismo,110342,casada,No respondio,0
246,247,13,Palermo,relacion_de_dependencia,35,4_anio,matrimonio_civil,0,hombre,40,cristianismo,143385,casado,limpiador,0
247,248,13,Palermo,relacion_de_dependencia,28,4_anio,matrimonio_civil,0,mujer,40,cristianismo,107189,con_hijos,ventas,0
248,249,13,Palermo,relacion_de_dependencia,47,4_anio,matrimonio_civil,0,hombre,70,cristianismo,212944,casado,transporte,0
249,250,13,Palermo,empleado_provincial,44,4_anio,matrimonio_civil,0,hombre,40,cristianismo,138634,casado,inspector,0
250,251,14,Palermo,relacion_de_dependencia,21,5_anio,sin_matrimonio,0,hombre,15,cristianismo,99970,con_hijos,ventas,0
251,252,15,Palermo,relacion_de_dependencia,35,universidad_1_anio,sin_matrimonio,0,hombre,50,cristianismo,203717,sin_familia,reparador,0
252,253,17,Palermo,relacion_de_dependencia,24,universidad_3_anio,matrimonio_civil,0,hombre,40,cristianismo,313956,casado,profesional_especializado,1
253,254,17,Otro Barrio,empleadao_estatal,42,universidad_3_anio,sin_matrimonio,0,hombre,40,cristianismo,177937,sin_familia,profesional_especializado,0
254,255,17,Palermo,relacion_de_dependencia,28,universidad_3_anio,sin_matrimonio,0,hombre,50,cristianismo,193868,con_hijos,soporte_tecnico,0
255,256,14,Palermo,relacion_de_dependencia,21,5_anio,sin_matrimonio,0,hombre,35,cristianismo,250939,otro,inspector,0
256,257,14,Palermo,empleadao_estatal,62,5_anio,divorciado,4650,hombre,40,judaismo,57629,sin_familia,soporte_tecnico,0
257,258,13,Palermo,relacion_de_dependencia,39,4_anio,sin_matrimonio,0,mujer,40,judaismo,281768,sin_familia,otros,0
258,259,13,Palermo,empleado_provincial,30,4_anio,sin_matrimonio,0,hombre,40,cristianismo,260782,sin_familia,otros,0
259,260,19,Palermo,monotibutista,72,universiada_5_anio,sin_matrimonio,-1429,hombre,20,cristianismo,243769,sin_familia,profesional_especializado,1
260,261,14,Palermo,relacion_de_dependencia,50,5_anio,matrimonio_civil,0,mujer,50,cristianismo,109937,casada,directivo_gerente,1
261,262,18,Palermo,empleado_municipal,28,universidad_4_anio,sin_matrimonio,0,hombre,40,cristianismo,134890,sin_familia,profesional_especializado,0
262,263,14,Palermo,relacion_de_dependencia,29,5_anio,sin_matrimonio,0,mujer,40,cristianismo,100293,sin_familia,profesional_especializado,0
263,264,17,Palermo,relacion_de_dependencia,26,universidad_3_anio,sin_matrimonio,0,mujer,40,cristianismo,132179,con_hijos,entretenimiento,0
264,265,18,Palermo,relacion_de_dependencia,27,universidad_4_anio,sin_matrimonio,0,mujer,40,cristianismo,116372,sin_familia,directivo_gerente,0
265,266,14,Palermo,relacion_de_dependencia,29,5_anio,matrimonio_civil,3103,hombre,40,cristianismo,255412,casado,limpiador,0
266,267,13,Palermo,No respondio,61,4_anio,matrimonio_civil,0,hombre,40,cristianismo,195789,casado,No respondio,0
267,268,10,Palermo,relacion_de_dependencia,29,1_anio,matrimonio_civil,0,hombre,25,cristianismo,342400,casado,reparador,0
268,269,14,Palermo,No respondio,21,5_anio,sin_matrimonio,0,mujer,30,cristianismo,65481,con_hijos,No respondio,0
269,270,11,Palermo,relacion_de_dependencia,31,2_anio,matrimonio_civil,0,mujer,20,cristianismo,169085,casada,ventas,0
270,271,13,Palermo,relacion_de_dependencia,25,4_anio,matrimonio_civil,0,hombre,75,cristianismo,177221,casado,directivo_gerente,1
271,272,10,Palermo,relacion_de_dependencia,58,1_anio,matrimonio_civil,0,hombre,40,cristianismo,65325,casado,transporte,0
272,273,14,Palermo,relacion_de_dependencia,64,5_anio,matrimonio_civil,0,mujer,40,cristianismo,118944,casada,directivo_gerente,1
273,274,18,Palermo,empleado_provincial,46,universidad_4_anio,sin_matrimonio,0,hombre,38,cristianismo,149337,sin_familia,directivo_gerente,0
274,275,13,Palermo,No respondio,53,4_anio,matrimonio_civil,0,hombre,35,cristianismo,237868,casado,No respondio,0
275,276,13,Palermo,relacion_de_dependencia,19,4_anio,sin_matrimonio,0,mujer,35,ateismo,106183,con_hijos,otros,0
276,277,13,Palermo,relacion_de_dependencia,42,4_anio,divorciado,0,hombre,52,judaismo,226388,sin_familia,otros,0
277,278,11,Palermo,relacion_de_dependencia,18,2_anio,sin_matrimonio,0,hombre,24,cristianismo,220754,con_hijos,limpiador,0
278,279,17,Palermo,responsable_inscripto,58,universidad_3_anio,matrimonio_civil,15024,hombre,50,cristianismo,204021,casado,reparador,1
279,280,14,Palermo,relacion_de_dependencia,20,5_anio,sin_matrimonio,0,hombre,60,judaismo,347391,sin_familia,seguridad,0
280,281,13,Palermo,empleadao_estatal,35,4_anio,matrimonio_civil,0,hombre,40,cristianismo,413930,casado,reparador,1
281,282,13,Palermo,relacion_de_dependencia,32,4_anio,matrimonio_civil,0,hombre,38,cristianismo,174201,casado,limpiador,0
282,283,13,Palermo,relacion_de_dependencia,23,4_anio,sin_matrimonio,0,mujer,25,cristianismo,145917,sin_familia,limpiador,0
283,284,14,Palermo,relacion_de_dependencia,31,5_anio,divorciado,0,mujer,40,cristianismo,241797,soltero_a,soporte_tecnico,0
284,285,17,Palermo,relacion_de_dependencia,33,universidad_3_anio,matrimonio_civil,0,hombre,55,judaismo,265168,casado,ventas,1
285,286,14,Palermo,relacion_de_dependencia,41,5_anio,sin_matrimonio,0,mujer,48,cristianismo,171234,sin_familia,inspector,0
286,287,13,Palermo,relacion_de_dependencia,22,4_anio,sin_matrimonio,0,hombre,40,judaismo,178452,con_hijos,inspector,0
287,288,14,Palermo,relacion_de_dependencia,46,5_anio,matrimonio_civil,0,hombre,40,cristianismo,157857,casado,seguridad,0
288,289,14,Palermo,empleadao_estatal,61,5_anio,matrimonio_civil,0,hombre,40,judaismo,512864,casado,transporte,0
289,290,13,Palermo,relacion_de_dependencia,30,4_anio,sin_matrimonio,0,hombre,40,judaismo,296462,sin_familia,directivo_gerente,0
290,291,13,Palermo,relacion_de_dependencia,42,4_anio,matrimonio_civil,0,hombre,55,cristianismo,171615,casado,directivo_gerente,1
291,292,10,Palermo,relacion_de_dependencia,63,1_anio,matrimonio_civil,0,hombre,40,cristianismo,214071,casado,limpiador,0
292,293,14,Palermo,relacion_de_dependencia,26,5_anio,matrimonio_civil,0,hombre,40,cristianismo,172421,casado,ventas,0
293,294,10,Palermo,relacion_de_dependencia,42,1_anio,divorciado,0,mujer,40,cristianismo,195488,soltero_a,entretenimiento,0
294,295,14,Palermo,relacion_de_dependencia,23,5_anio,matrimonio_civil,0,hombre,40,cristianismo,316841,casado,otros,0
295,296,13,Palermo,relacion_de_dependencia,25,4_anio,sin_matrimonio,-1590,hombre,40,cristianismo,236267,soltero_a,inspector,0
296,297,9,Agronomia,relacion_de_dependencia,30,9_grado,matrimonio_civil,0,hombre,32,cristianismo,236543,casado,otros,0
297,298,13,Palermo,relacion_de_dependencia,23,4_anio,sin_matrimonio,0,hombre,40,cristianismo,318483,con_hijos,ventas,0
298,299,15,Palermo,monotibutista,34,universidad_1_anio,sin_matrimonio,27828,hombre,60,cristianismo,163756,sin_familia,sector_primario,1
299,300,13,Palermo,relacion_de_dependencia,30,4_anio,matrimonio_civil,-2057,hombre,48,cristianismo,238186,otro,inspector,0
300,301,14,Palermo,relacion_de_dependencia,39,5_anio,matrimonio_civil,0,hombre,40,cristianismo,329980,casado,reparador,0
301,302,11,La Boca,relacion_de_dependencia,30,2_anio,sin_matrimonio,-1721,hombre,38,cristianismo,169269,otro,limpiador,0
302,303,14,Palermo,empleado_municipal,38,5_anio,divorciado,0,mujer,38,cristianismo,34744,soltero_a,entretenimiento,0
303,304,13,Palermo,relacion_de_dependencia,26,4_anio,divorciado,0,mujer,40,cristianismo,98114,con_hijos,directivo_gerente,0
304,305,14,Palermo,relacion_de_dependencia,20,5_anio,sin_matrimonio,0,hombre,16,cristianismo,109667,con_hijos,limpiador,0
305,306,17,Otro Barrio,empleado_municipal,37,universidad_3_anio,sin_matrimonio,0,hombre,40,judaismo,263690,soltero_a,profesional_especializado,0
306,307,13,Palermo,relacion_de_dependencia,33,4_anio,matrimonio_civil,0,mujer,40,cristianismo,147430,con_hijos,entretenimiento,0
307,308,17,Palermo,relacion_de_dependencia,24,universidad_3_anio,sin_matrimonio,0,hombre,40,cristianismo,224238,con_hijos,entretenimiento,0
308,309,17,Palermo,responsable_inscripto,42,universidad_3_anio,matrimonio_civil,0,hombre,60,cristianismo,212894,casado,directivo_gerente,1
309,310,13,Floresta,monotibutista,51,4_anio,matrimonio_civil,3103,hombre,84,budismo,136708,casado,ventas,0
310,311,16,Palermo,empleado_municipal,56,universidad_2_anio,matrimonio_civil,0,hombre,45,cristianismo,38573,casado,soporte_tecnico,1
311,312,14,Palermo,relacion_de_dependencia,22,5_anio,sin_matrimonio,0,hombre,40,cristianismo,197200,con_hijos,limpiador,0
312,313,14,Palermo,monotibutista,52,5_anio,matrimonio_civil,0,hombre,60,cristianismo,182796,casado,sector_primario,0
313,314,17,Palermo,relacion_de_dependencia,44,universidad_3_anio,divorciado,4934,mujer,45,cristianismo,184527,soltero_a,directivo_gerente,0
314,315,13,Palermo,relacion_de_dependencia,34,4_anio,matrimonio_civil,4064,mujer,35,cristianismo,145231,casada,entretenimiento,0
315,316,14,Palermo,relacion_de_dependencia,51,5_anio,divorciado,0,hombre,42,cristianismo,43354,sin_familia,reparador,0
316,317,14,Palermo,No respondio,20,5_anio,sin_matrimonio,0,hombre,40,cristianismo,318865,sin_familia,No respondio,0
317,318,14,Palermo,relacion_de_dependencia,19,5_anio,sin_matrimonio,0,mujer,25,cristianismo,355712,sin_familia,ventas,0
318,319,17,Palermo,relacion_de_dependencia,37,universidad_3_anio,matrimonio_civil,0,hombre,40,cristianismo,98776,casado,directivo_gerente,1
319,320,13,Palermo,relacion_de_dependencia,68,4_anio,matrimonio_civil,0,hombre,40,judaismo,257557,casado,inspector,0
320,321,14,Palermo,relacion_de_dependencia,22,5_anio,divorciado,0,hombre,40,cristianismo,102258,sin_familia,seguridad,0
321,322,17,Palermo,responsable_inscripto,56,universidad_3_anio,matrimonio_civil,0,hombre,40,cristianismo,170287,casado,directivo_gerente,1
322,323,13,Palermo,relacion_de_dependencia,37,4_anio,matrimonio_civil,0,hombre,40,cristianismo,243409,casado,reparador,0
323,324,4,Belgrano,relacion_de_dependencia,52,1-4_grado,matrimonio_civil,0,hombre,40,cristianismo,55608,casado,inspector,0
324,325,13,La Boca,relacion_de_dependencia,26,4_anio,separado,0,hombre,40,cristianismo,248057,con_hijos,limpiador,0
325,326,18,Palermo,relacion_de_dependencia,33,universidad_4_anio,matrimonio_civil,0,hombre,50,cristianismo,95530,casado,profesional_especializado,1
326,327,18,Palermo,empleado_municipal,45,universidad_4_anio,divorciado,0,mujer,42,cristianismo,54038,soltero_a,profesional_especializado,0
327,328,11,Palermo,relacion_de_dependencia,18,2_anio,sin_matrimonio,0,hombre,15,cristianismo,161245,con_hijos,otros,0
328,329,14,Palermo,monotibutista,43,5_anio,matrimonio_civil,0,hombre,60,cristianismo,388725,casado,sector_primario,0
329,330,20,Otro Barrio,monotibutista,64,universiada_6_anio,matrimonio_civil,15024,hombre,50,cristianismo,71807,casado,profesional_especializado,1
330,331,13,Palermo,relacion_de_dependencia,18,4_anio,sin_matrimonio,0,hombre,20,cristianismo,228216,con_hijos,limpiador,0
331,332,14,Palermo,No respondio,20,5_anio,sin_matrimonio,0,hombre,45,cristianismo,303121,con_hijos,No respondio,0
332,333,13,Palermo,relacion_de_dependencia,57,4_anio,matrimonio_civil,0,hombre,40,cristianismo,78020,casado,reparador,0
333,334,13,Palermo,relacion_de_dependencia,41,4_anio,divorciado,3674,mujer,42,cristianismo,249254,soltero_a,entretenimiento,0
334,335,18,Palermo,relacion_de_dependencia,34,universidad_4_anio,matrimonio_civil,-1887,hombre,50,cristianismo,87218,casado,directivo_gerente,1
335,336,13,Palermo,relacion_de_dependencia,19,4_anio,sin_matrimonio,0,mujer,40,cristianismo,304299,soltero_a,ventas,0
336,337,9,Coghland,relacion_de_dependencia,44,9_grado,divorciado,0,mujer,55,cristianismo,196234,soltero_a,otros,0
337,338,10,Palermo,relacion_de_dependencia,56,1_anio,viudo_a,0,mujer,40,cristianismo,197875,soltero_a,otros,0
338,339,13,Palermo,responsable_inscripto,36,4_anio,matrimonio_civil,0,hombre,80,cristianismo,48063,casado,sector_primario,0
339,340,17,Palermo,relacion_de_dependencia,48,universidad_3_anio,divorciado,0,mujer,48,cristianismo,253596,soltero_a,directivo_gerente,0
340,341,13,Palermo,relacion_de_dependencia,29,4_anio,matrimonio_civil,0,hombre,40,cristianismo,39257,casado,transporte,0
341,342,17,Palermo,relacion_de_dependencia,33,universidad_3_anio,sin_matrimonio,2174,hombre,40,cristianismo,56150,sin_familia,reparador,0
342,343,6,Belgrano,relacion_de_dependencia,31,5-6_grado,matrimonio_civil,0,hombre,40,cristianismo,179415,casado,otros,0
343,344,18,Palermo,relacion_de_dependencia,39,universidad_4_anio,matrimonio_civil,0,hombre,45,cristianismo,252445,casado,profesional_especializado,1
344,345,13,Palermo,relacion_de_dependencia,66,4_anio,matrimonio_civil,10605,hombre,40,cristianismo,275918,casado,directivo_gerente,1
345,346,17,Palermo,relacion_de_dependencia,27,universidad_3_anio,sin_matrimonio,0,mujer,50,cristianismo,106562,sin_familia,profesional_especializado,0
346,347,13,Palermo,relacion_de_dependencia,39,4_anio,divorciado,99999,mujer,40,judaismo,198654,soltero_a,directivo_gerente,1
347,348,8,Palermo,relacion_de_dependencia,59,7-8_grado,matrimonio_civil,5178,hombre,50,cristianismo,107318,casado,reparador,0
348,349,13,Palermo,relacion_de_dependencia,26,4_anio,sin_matrimonio,0,mujer,40,cristianismo,181896,con_hijos,otros,0
349,350,15,Palermo,relacion_de_dependencia,31,universidad_1_anio,divorciado,0,hombre,40,cristianismo,106014,soltero_a,reparador,0
350,351,13,Belgrano,No respondio,45,4_anio,viudo_a,0,mujer,40,cristianismo,319993,soltero_a,No respondio,0
351,352,13,Palermo,relacion_de_dependencia,23,4_anio,sin_matrimonio,0,hombre,30,cristianismo,197997,con_hijos,limpiador,0
352,353,13,Palermo,empleado_municipal,36,4_anio,divorciado,0,mujer,40,cristianismo,173542,soltero_a,entretenimiento,0
353,354,14,Palermo,relacion_de_dependencia,34,5_anio,matrimonio_civil,0,mujer,12,cristianismo,207564,casada,otros,0
354,355,13,Palermo,relacion_de_dependencia,32,4_anio,matrimonio_civil,0,hombre,84,cristianismo,224462,casado,transporte,0
355,356,17,Palermo,relacion_de_dependencia,37,universidad_3_anio,matrimonio_civil,0,hombre,50,judaismo,123361,casado,profesional_especializado,1
356,357,17,Palermo,relacion_de_dependencia,33,universidad_3_anio,sin_matrimonio,0,hombre,45,cristianismo,90409,sin_familia,ventas,0
357,358,19,Palermo,monotibutista,50,universiada_5_anio,matrimonio_civil,99999,hombre,80,cristianismo,165001,casado,profesional_especializado,1
